ID,pred,exp
33,-6.114104747772217,-5.480000019073486
40,-5.496730327606201,-6.440000057220459
41,-6.058155536651611,-7.050000190734863
926,-6.486107349395752,-8.0
927,-6.184328079223633,-6.400000095367432
1008,-5.426274299621582,-4.699999809265137
1009,-5.515049457550049,-5.690000057220459
1010,-5.468430042266846,-5.949999809265137
1011,-5.504364490509033,-6.260000228881836
1012,-5.436173439025879,-6.360000133514404
1013,-5.799468517303467,-6.420000076293945
1014,-5.916833877563477,-4.630000114440918
1015,-5.8904266357421875,-5.670000076293945
1016,-5.918610095977783,-4.789999961853027
1885,-5.750401496887207,-6.079999923706055
1886,-6.0462846755981445,-5.800000190734863
1887,-5.5926833152771,-6.239999771118164
1888,-5.54667854309082,-6.960000038146973
1889,-5.642617702484131,-8.0
1890,-5.482467174530029,-6.179999828338623
1892,-5.019649982452393,-5.980000019073486
1893,-5.213186740875244,-6.239999771118164
1894,-5.341754913330078,-5.71999979019165
1896,-6.421489715576172,-5.360000133514404
1897,-6.785935878753662,-5.590000152587891
1898,-6.176877021789551,-5.630000114440918
1899,-5.089108943939209,-5.409999847412109
1900,-5.155745029449463,-5.340000152587891
1901,-5.095468997955322,-5.420000076293945
1902,-5.100994110107422,-5.400000095367432
1903,-5.131107330322266,-5.579999923706055
1904,-4.803225994110107,-6.820000171661377
1905,-4.630661964416504,-7.150000095367432
1906,-4.378787040710449,-6.920000076293945
1907,-4.795566558837891,-6.849999904632568
1908,-4.825625419616699,-7.139999866485596
1909,-5.494151592254639,-7.0
1910,-4.985328197479248,-6.920000076293945
1911,-4.679351806640625,-6.920000076293945
1912,-4.714456081390381,-7.679999828338623
1913,-5.020392417907715,-8.0
1914,-5.481176853179932,-8.0
1915,-5.49137020111084,-7.03000020980835
1916,-5.257444858551025,-6.889999866485596
1917,-4.966606140136719,-7.0
1918,-5.655245780944824,-6.820000171661377
1919,-5.070694446563721,-7.21999979019165
1920,-5.419557094573975,-7.050000190734863
1921,-5.397515773773193,-7.21999979019165
1922,-5.49314022064209,-7.0
1923,-5.25051212310791,-6.849999904632568
1924,-4.9699225425720215,-6.769999980926514
1925,-4.599978923797607,-6.960000038146973
1926,-4.57769775390625,-6.889999866485596
1927,-4.387617588043213,-5.960000038146973
1928,-4.781946182250977,-7.03000020980835
1929,-4.507723331451416,-7.599999904632568
1930,-4.410423278808594,-6.550000190734863
1931,-4.507072448730469,-6.440000057220459
1932,-5.285045146942139,-6.769999980926514
1933,-4.52610969543457,-6.059999942779541
1934,-4.648467063903809,-8.0
1935,-5.11743688583374,-6.539999961853027
1936,-5.024707317352295,-6.800000190734863
1937,-5.544675350189209,-6.960000038146973
1939,-4.290985584259033,-6.769999980926514
1940,-5.4653639793396,-6.659999847412109
1941,-5.194581508636475,-6.849999904632568
1942,-5.164193153381348,-6.25
1943,-4.398254871368408,-6.699999809265137
1944,-4.764869689941406,-6.800000190734863
1945,-4.888637542724609,-6.639999866485596
1946,-5.500540733337402,-6.0
1947,-4.177443981170654,-6.340000152587891
1948,-4.37288761138916,-6.360000133514404
1949,-4.941352844238281,-6.489999771118164
