ID,pred,exp
24,-6.421084403991699,-6.300000190734863
26,-5.345986843109131,-5.389999866485596
27,-5.64322566986084,-5.460000038146973
28,-5.816817760467529,-5.210000038146973
29,-5.936847686767578,-5.71999979019165
31,-5.736510276794434,-6.119999885559082
33,-6.05060076713562,-5.644999980926514
34,-5.331572532653809,-5.329999923706055
35,-5.326996326446533,-5.489999771118164
37,-5.303722858428955,-5.889999866485596
38,-6.061161041259766,-5.239999771118164
39,-5.9880690574646,-6.659999847412109
40,-5.7712562084198,-6.390000104904175
41,-5.806297540664673,-6.805000066757202
42,-5.2366509437561035,-6.630000114440918
44,-5.230526924133301,-6.150000095367432
45,-6.019235134124756,-5.840000152587891
46,-5.794288635253906,-5.920000076293945
47,-5.50115442276001,-6.199999809265137
928,-5.616182327270508,-6.21999979019165
1032,-5.5845627784729,-5.260000228881836
1033,-5.199558258056641,-5.130000114440918
1034,-5.505575180053711,-5.510000228881836
1035,-5.334098815917969,-5.199999809265137
1036,-5.461464881896973,-5.599999904632568
1037,-5.718168258666992,-5.139999866485596
1038,-5.258840560913086,-5.440000057220459
1039,-7.073915481567383,-5.539999961853027
1040,-5.3617634773254395,-6.400000095367432
1041,-5.332238674163818,-4.739999771118164
1042,-6.115254878997803,-6.0
1043,-5.9342217445373535,-5.090000152587891
1044,-5.9081549644470215,-5.039999961853027
1848,-5.927724838256836,-6.050000190734863
1849,-6.203001499176025,-5.920000076293945
1850,-6.013591766357422,-5.739999771118164
1851,-5.808681011199951,-6.150000095367432
1852,-5.871452808380127,-5.320000171661377
1853,-6.140059947967529,-5.400000095367432
1854,-6.378787040710449,-5.179999828338623
1855,-6.265388011932373,-5.28000020980835
1856,-6.192408561706543,-5.119999885559082
1857,-6.023288726806641,-5.420000076293945
1858,-6.215420722961426,-5.079999923706055
1859,-5.5384602546691895,-5.210000038146973
1860,-7.652994155883789,-5.570000171661377
1861,-6.201420307159424,-5.400000095367432
