ID,pred,exp
24,-5.966014385223389,-6.300000190734863
26,-5.309754371643066,-5.389999866485596
27,-6.426795482635498,-5.460000038146973
28,-5.502530097961426,-5.210000038146973
29,-5.672999858856201,-5.71999979019165
31,-5.512167453765869,-6.119999885559082
33,-5.85235333442688,-5.644999980926514
34,-5.288194179534912,-5.329999923706055
35,-5.165401458740234,-5.489999771118164
37,-5.199950695037842,-5.889999866485596
38,-5.663631916046143,-5.239999771118164
39,-5.4691877365112305,-6.659999847412109
40,-5.7108283042907715,-6.390000104904175
41,-5.587796211242676,-6.805000066757202
42,-5.0966620445251465,-6.630000114440918
44,-5.07008171081543,-6.150000095367432
45,-6.342874526977539,-5.840000152587891
46,-5.86356782913208,-5.920000076293945
47,-5.728400707244873,-6.199999809265137
928,-5.790791034698486,-6.21999979019165
1032,-5.604920387268066,-5.260000228881836
1033,-5.421506881713867,-5.130000114440918
1034,-5.676018238067627,-5.510000228881836
1035,-5.441236972808838,-5.199999809265137
1036,-5.6086320877075195,-5.599999904632568
1037,-5.697926998138428,-5.139999866485596
1038,-5.3450164794921875,-5.440000057220459
1039,-7.513763904571533,-5.539999961853027
1040,-5.553081035614014,-6.400000095367432
1041,-5.305876731872559,-4.739999771118164
1042,-6.184260368347168,-6.0
1043,-6.150839805603027,-5.090000152587891
1044,-6.030635356903076,-5.039999961853027
1848,-5.963831901550293,-6.050000190734863
1849,-6.128844261169434,-5.920000076293945
1850,-6.1622843742370605,-5.739999771118164
1851,-5.923728942871094,-6.150000095367432
1852,-6.325392246246338,-5.320000171661377
1853,-6.775536060333252,-5.400000095367432
1854,-6.47606897354126,-5.179999828338623
1855,-6.498359680175781,-5.28000020980835
1856,-6.797830104827881,-5.119999885559082
1857,-6.053799152374268,-5.420000076293945
1858,-6.0587544441223145,-5.079999923706055
1859,-5.879390239715576,-5.210000038146973
1860,-7.416494369506836,-5.570000171661377
1861,-6.289122104644775,-5.400000095367432
