ID,pred,exp
1107,-4.801992074648539,-4.610000133514404
1109,-7.580437183380127,-6.119999885559082
1110,-6.0039405981699625,-4.730000019073486
1112,-8.0,-6.170000076293945
1113,-5.580059878031412,-5.820000171661377
1117,-5.214991108576457,-5.650000095367432
1118,-4.92757477760315,-5.349999904632568
1120,-6.595034503936768,-6.300000190734863
1121,-5.953806821505228,-6.199999809265137
1840,-5.6146215041478476,-4.480000019073486
1841,-5.461605525016784,-4.409999847412109
1842,-5.668383876482646,-4.400000095367432
1843,-5.618338775634766,-4.400000095367432
1844,-5.614208483695984,-5.099999904632568
1845,-5.464165600140889,-4.960000038146973
1846,-5.6710569302241005,-4.820000171661377
1847,-5.613359276453654,-4.739999771118164
