ID,pred,exp
33,-5.275745987892151,-5.480000019073486
40,-5.04800443649292,-6.440000057220459
41,-5.18188529809316,-7.050000190734863
926,-7.864720797538757,-8.0
927,-7.7910433848698935,-6.400000095367432
1008,-5.490661541620891,-4.699999809265137
1009,-5.366892337799072,-5.690000057220459
1010,-5.381399854024251,-5.949999809265137
1011,-5.363854479789734,-6.260000228881836
1012,-5.379128273328146,-6.360000133514404
1013,-5.441916616757711,-6.420000076293945
1014,-5.4303757111231485,-4.630000114440918
1015,-5.445807647705078,-5.670000076293945
1016,-5.434375953674317,-4.789999961853027
1885,-6.146385868390401,-6.079999923706055
1886,-6.285627651214599,-5.800000190734863
1887,-6.58713550567627,-6.239999771118164
1888,-6.752890491485596,-6.960000038146973
1889,-6.825063093503316,-8.0
1890,-6.119974033037821,-6.179999828338623
1892,-5.66547220547994,-5.980000019073486
1893,-5.9668769915898645,-6.239999771118164
1894,-5.945352212587992,-5.71999979019165
1896,-7.733575113614401,-5.360000133514404
1897,-7.83435275554657,-5.590000152587891
1898,-7.690120037396749,-5.630000114440918
1899,-5.325005276997884,-5.409999847412109
1900,-5.320371874173483,-5.340000152587891
1901,-5.321453539530436,-5.420000076293945
1902,-5.322495563824972,-5.400000095367432
1903,-5.320423126220703,-5.579999923706055
1904,-4.66619644165039,-6.820000171661377
1905,-4.808940362930298,-7.150000095367432
1906,-4.52470973332723,-6.920000076293945
1907,-4.75737517674764,-6.849999904632568
1908,-4.684967994689941,-7.139999866485596
1909,-4.7253698666890465,-7.0
1910,-4.434596618016561,-6.920000076293945
1911,-4.41856365998586,-6.920000076293945
1912,-4.4708311557769775,-7.679999828338623
1913,-5.1675635496775305,-8.0
1914,-5.760221751530965,-8.0
1915,-5.4053599754969275,-7.03000020980835
1916,-4.73303956190745,-6.889999866485596
1917,-4.787362535794576,-7.0
1918,-5.168621762593587,-6.820000171661377
1919,-5.018033297856649,-7.21999979019165
1920,-5.222789533933004,-7.050000190734863
1921,-5.362670509020488,-7.21999979019165
1922,-5.299705561002096,-7.0
1923,-5.30776031812032,-6.849999904632568
1924,-5.3037270148595175,-6.769999980926514
1925,-4.3354671716690065,-6.960000038146973
1926,-4.894664708773295,-6.889999866485596
1927,-5.257254147529602,-5.960000038146973
1928,-4.734723321596781,-7.03000020980835
1929,-5.047915434837341,-7.599999904632568
1930,-5.005229504903157,-6.550000190734863
1931,-5.56300200621287,-6.440000057220459
1932,-5.957476464907328,-6.769999980926514
1933,-5.243513075510661,-6.059999942779541
1934,-5.552967643737793,-8.0
1935,-5.258088231086731,-6.539999961853027
1936,-5.876249965031942,-6.800000190734863
1937,-5.245355844497681,-6.960000038146973
1939,-4.648664887746175,-6.769999980926514
1940,-5.077277072270712,-6.659999847412109
1941,-5.104513096809387,-6.849999904632568
1942,-5.215352702140808,-6.25
1943,-5.031244921684265,-6.699999809265137
1944,-4.767434064547221,-6.800000190734863
1945,-5.016818737983703,-6.639999866485596
1946,-5.282492756843567,-6.0
1947,-4.7774323463439945,-6.340000152587891
1948,-4.791994468371073,-6.360000133514404
1949,-5.162100672721863,-6.489999771118164
1950,-5.176280554135641,-6.349999904632568
1951,-5.209869861602783,-6.380000114440918
1952,-5.537340958913167,-6.889999866485596
1953,-5.0027339617411295,-6.769999980926514
1954,-5.476616271336874,-6.800000190734863
1955,-4.367195630073548,-5.960000038146973
1956,-4.316053652763367,-5.960000038146973
1957,-4.312621657053629,-5.510000228881836
1958,-4.43172767162323,-5.639999866485596
1959,-4.361641518274943,-5.590000152587891
1960,-4.545901044209798,-5.889999866485596
1961,-4.2860212882359825,-5.800000190734863
1962,-4.866850543022156,-5.659999847412109
1963,-4.486947011947632,-5.590000152587891
1964,-4.84184893767039,-5.71999979019165
1965,-4.515766874949137,-5.599999904632568
1966,-4.768602800369263,-5.679999828338623
1967,-4.404049555460612,-5.539999961853027
1968,-4.7258438269297285,-5.960000038146973
1969,-4.755631526311238,-5.679999828338623
1970,-4.419661959012349,-5.920000076293945
1971,-4.540687743822733,-5.769999980926514
1972,-4.482559227943421,-5.71999979019165
1973,-4.805836232503255,-5.960000038146973
1974,-4.61259601910909,-5.769999980926514
1975,-4.602427816390991,-5.769999980926514
1976,-4.643975830078125,-5.489999771118164
1977,-4.6218667984008786,-5.920000076293945
1978,-4.422108165423075,-5.849999904632568
1979,-4.561896506945292,-5.849999904632568
1980,-4.660430860519409,-5.679999828338623
1981,-4.668252166112264,-5.539999961853027
1982,-4.851264484723409,-5.659999847412109
1983,-4.820802497863769,-5.849999904632568
1984,-4.559222825368246,-5.739999771118164
1985,-4.55962438583374,-5.46999979019165
1986,-4.527127957344055,-5.849999904632568
1987,-4.866746139526367,-5.920000076293945
1988,-4.869324326515198,-5.769999980926514
1989,-4.885814650853475,-5.800000190734863
1990,-4.59388484954834,-5.550000190734863
1991,-4.595458340644837,-5.489999771118164
1992,-4.735936172803243,-5.769999980926514
1993,-4.394956827163696,-5.639999866485596
1994,-4.396354111035665,-5.420000076293945
1995,-5.033113773663839,-5.800000190734863
1996,-5.201016489664713,-5.920000076293945
1997,-4.8513880332311,-5.960000038146973
1998,-4.692927408218384,-5.800000190734863
1999,-4.880521933237712,-5.889999866485596
2000,-5.008319211006165,-5.960000038146973
2001,-5.073313609759013,-5.920000076293945
2009,-4.5791867017745975,-5.920000076293945
2019,-4.8400134166081745,-5.28000020980835
2020,-4.688189768791199,-5.300000190734863
2021,-4.778720410664876,-5.400000095367432
2022,-4.5419639348983765,-5.519999980926514
2024,-4.40864847501119,-5.590000152587891
2025,-4.781549127896627,-5.590000152587891
2027,-4.411617922782898,-5.679999828338623
2028,-4.762467273076376,-5.679999828338623
2029,-4.485082507133484,-5.699999809265137
2030,-4.644029251734415,-5.739999771118164
2031,-4.761462171872457,-5.739999771118164
2033,-4.8227026542027795,-5.769999980926514
2034,-4.622109762827555,-5.769999980926514
2035,-4.531686997413635,-5.800000190734863
2038,-4.680038293202718,-5.889999866485596
2039,-5.1023043394088745,-5.920000076293945
2040,-4.769153610865275,-5.920000076293945
2041,-5.135188523928324,-5.920000076293945
2042,-4.534707967440287,-5.960000038146973
2044,-4.8900052865346275,-5.960000038146973
2045,-5.137563506762187,-5.960000038146973
2046,-4.747848073641459,-5.960000038146973
2049,-4.622427074114482,-6.0
2050,-5.263283975919088,-6.0
2051,-4.96671310265859,-6.170000076293945
2052,-5.466570703188578,-6.210000038146973
2053,-5.199821519851684,-6.239999771118164
2054,-4.850784214337667,-6.389999866485596
2055,-4.958608468373616,-6.599999904632568
2056,-4.9391818602879844,-6.679999828338623
2057,-4.657855304082235,-6.71999979019165
2058,-4.960977625846863,-6.769999980926514
2059,-4.958928831418356,-6.820000171661377
2060,-5.32056626478831,-7.0
2061,-4.698033308982849,-7.019999980926514
2062,-4.970003986358643,-7.050000190734863
2063,-5.1225722869237265,-7.059999942779541
2068,-6.2934975306193035,-7.239999771118164
2069,-4.925832351048787,-7.349999904632568
2070,-4.663903538386027,-7.71999979019165
2071,-4.801486372947693,-7.849999904632568
2073,-4.7163276831309,-5.71999979019165
2074,-4.648021467526754,-5.769999980926514
2075,-4.649332276980082,-4.849999904632568
2076,-4.620643917719523,-6.0
2077,-4.452170260747274,-5.659999847412109
2078,-4.632374779383341,-5.639999866485596
2079,-4.516887744267781,-5.920000076293945
2080,-4.307763012250264,-5.539999961853027
2081,-4.473053495089213,-5.679999828338623
2082,-4.649787036577861,-5.960000038146973
2083,-4.441668876012167,-5.800000190734863
2084,-4.563340624173482,-5.590000152587891
2085,-4.727075465520223,-5.820000171661377
2086,-4.6135711669921875,-5.599999904632568
2087,-4.8523432811101275,-5.849999904632568
2088,-4.723125584920248,-5.769999980926514
2089,-4.8325541893641155,-4.849999904632568
2090,-4.524293033281962,-5.739999771118164
2091,-4.736146108309428,-5.599999904632568
2092,-4.577300794919332,-5.659999847412109
2093,-4.72155872186025,-5.769999980926514
2094,-4.673266983032226,-5.889999866485596
2095,-4.5620270331700645,-5.510000228881836
2096,-4.82699023882548,-5.639999866485596
2097,-5.020690337816874,-5.480000019073486
2098,-4.639490040143331,-5.659999847412109
2099,-5.006768186887105,-5.480000019073486
2100,-4.609821383158366,-5.510000228881836
2101,-4.897903450330099,-5.639999866485596
2102,-4.400946839650472,-5.380000114440918
2103,-4.656005430221557,-5.739999771118164
2104,-4.660433038075765,-5.679999828338623
2105,-4.783614381154378,-5.820000171661377
2106,-4.784799615542094,-5.889999866485596
2107,-4.494909286499023,-5.619999885559082
2108,-4.514560691515604,-5.699999809265137
2109,-4.746768879890442,-5.599999904632568
2110,-4.8292686462402346,-5.699999809265137
2111,-4.686472916603089,-5.739999771118164
2112,-4.76875966389974,-5.590000152587891
2113,-4.905015349388123,-5.920000076293945
2114,-4.6710626443227135,-5.849999904632568
2115,-4.714613262812296,-5.71999979019165
2116,-4.751653393109639,-5.659999847412109
2117,-4.603845930099487,-5.889999866485596
2118,-4.467786208788554,-5.739999771118164
2119,-4.6595386664072675,-5.619999885559082
2120,-4.786849768956502,-5.960000038146973
2121,-4.567520674069723,-5.960000038146973
2122,-4.966713905334473,-5.739999771118164
2123,-4.789697090784709,-5.769999980926514
2124,-4.913603297869364,-5.71999979019165
2125,-4.749930636088053,-5.849999904632568
2126,-4.620871408780416,-5.849999904632568
2127,-4.742586278915406,-5.820000171661377
2128,-4.866312630971273,-5.639999866485596
2129,-4.5691467444101965,-5.920000076293945
2130,-4.876163029670716,-5.889999866485596
2131,-4.721548374493917,-5.960000038146973
2132,-4.851319193840027,-5.960000038146973
2133,-4.915966852506002,-5.800000190734863
2134,-4.539090824127197,-5.960000038146973
2135,-4.69095192750295,-6.0
2136,-4.748949058850607,-5.960000038146973
2137,-4.661607456207276,-6.0
2138,-4.292609930038452,-5.820000171661377
2139,-4.953236095110575,-5.739999771118164
2140,-4.606208038330078,-5.820000171661377
2141,-4.509104609489441,-5.699999809265137
2142,-4.713629285494487,-5.519999980926514
2143,-4.829514376322428,-5.599999904632568
2144,-5.048992490768432,-5.46999979019165
2145,-5.062836249669393,-5.849999904632568
2146,-4.698413785298666,-5.699999809265137
2147,-4.5672246297200525,-5.599999904632568
2148,-4.766901103655497,-5.539999961853027
2149,-4.69885450998942,-5.619999885559082
2150,-4.641120894749959,-5.849999904632568
2151,-5.171211711565653,-5.920000076293945
2152,-4.873196721076965,-5.769999980926514
2153,-4.7302978515625,-5.420000076293945
2154,-5.107404780387879,-5.25
2155,-4.941515032450358,-5.340000152587891
2156,-5.018461751937866,-5.550000190734863
2157,-4.90058122475942,-5.480000019073486
2158,-4.99725566705068,-5.46999979019165
2159,-5.572407261530558,-5.639999866485596
2160,-5.405774561564128,-5.460000038146973
2161,-5.600095820426941,-5.71999979019165
2162,-5.356528878211975,-5.960000038146973
2163,-5.242575867970785,-5.699999809265137
2164,-4.83148025671641,-5.619999885559082
2165,-5.150654149055481,-5.460000038146973
2166,-5.534910583496094,-5.550000190734863
2167,-5.717183581988016,-5.739999771118164
2168,-5.392048740386963,-5.769999980926514
2169,-4.631221787134806,-5.820000171661377
2170,-4.8021463791529335,-5.920000076293945
2171,-4.384915018081665,-5.570000171661377
2172,-4.494413280487061,-5.820000171661377
2173,-4.426131749153138,-5.639999866485596
2174,-4.4413114865620935,-5.539999961853027
2175,-4.395726156234741,-6.0
2176,-4.633548386891683,-5.050000190734863
2177,-4.7581657807032265,-5.889999866485596
2178,-4.4291485468546545,-5.659999847412109
2179,-4.719444966316223,-5.960000038146973
2180,-4.666092983881632,-5.519999980926514
2181,-4.485231590270996,-5.739999771118164
2182,-4.658075579007467,-5.849999904632568
2183,-4.624057451883952,-5.21999979019165
2184,-4.629987716674805,-5.480000019073486
2185,-4.418049597740174,-5.820000171661377
2186,-4.632061282793681,-5.820000171661377
2187,-4.693866817156474,-5.800000190734863
2188,-4.516616725921631,-5.480000019073486
2189,-4.690766016642253,-5.510000228881836
2190,-4.624700824419658,-5.0
2191,-4.62796086470286,-5.820000171661377
2192,-4.643000968297323,-5.639999866485596
2193,-4.789423076311747,-5.349999904632568
2194,-4.52842295964559,-5.889999866485596
2195,-4.553167597452799,-6.0
2196,-4.745821984608968,-6.0
2197,-4.48821063041687,-5.920000076293945
2198,-4.675141914685567,-5.920000076293945
2199,-4.700028689702352,-5.849999904632568
2200,-4.714514605204264,-5.889999866485596
2201,-4.600627748171489,-5.550000190734863
2202,-4.569218794504802,-5.480000019073486
2203,-4.903183396657308,-5.889999866485596
2204,-4.686640000343322,-5.960000038146973
2205,-4.928819831212362,-5.820000171661377
2206,-4.473600021998087,-4.849999904632568
2207,-4.42712307771047,-5.769999980926514
2208,-4.686580435434977,-5.849999904632568
2209,-4.3868221044540405,-5.889999866485596
2210,-4.347212783495585,-5.889999866485596
2211,-4.4358687480290735,-6.0
2212,-5.331637159983317,-6.0
2213,-4.745291256904602,-5.400000095367432
2214,-5.194575023651123,-5.769999980926514
2215,-4.569323738416036,-5.960000038146973
2216,-4.497850426038107,-6.0
2217,-4.831062618891398,-5.960000038146973
2218,-4.874638923009237,-5.960000038146973
2219,-5.102948196729025,-5.889999866485596
2220,-5.055317171414694,-5.960000038146973
2221,-4.565458003679911,-5.889999866485596
2222,-5.052739604314168,-5.699999809265137
2223,-4.945813981691996,-5.739999771118164
2224,-4.81005273660024,-5.389999866485596
2225,-4.846300665537516,-5.889999866485596
2226,-4.384875750541687,-5.639999866485596
2227,-4.503268623352051,-5.920000076293945
2228,-5.023685153325399,-5.960000038146973
2229,-4.545203900337219,-5.300000190734863
2230,-5.27186770439148,-5.960000038146973
2231,-4.962235840161641,-5.920000076293945
2232,-5.333017039299011,-5.800000190734863
2233,-4.807691478729248,-5.920000076293945
2234,-4.957708319028218,-5.849999904632568
2235,-5.337567051251729,-5.960000038146973
2236,-4.628036904335022,-5.920000076293945
2237,-4.96985695362091,-5.960000038146973
2238,-5.428008961677551,-5.960000038146973
2239,-4.5740377823511755,-5.960000038146973
2240,-4.634256291389465,-5.849999904632568
2241,-4.476145394643148,-6.0
2242,-4.6026427268981935,-5.599999904632568
2243,-5.135326608022054,-5.679999828338623
2244,-5.2929091612497965,-5.679999828338623
2245,-4.706832234064738,-5.960000038146973
2246,-4.593091837565104,-5.349999904632568
2247,-4.752006864547729,-5.349999904632568
2248,-4.867353590329488,-5.380000114440918
2249,-4.760437321662903,-5.960000038146973
2250,-4.580877089500428,-5.659999847412109
2251,-4.925395854314169,-5.889999866485596
2252,-4.837902887662252,-6.0
2253,-4.6110143502553305,-5.300000190734863
2254,-4.915544557571411,-5.420000076293945
2255,-4.529948933919271,-5.960000038146973
