ID,pred,exp
1107,-4.7099462429682415,-4.610000133514404
1109,-7.801597086588542,-6.119999885559082
1110,-5.952360486984253,-4.730000019073486
1112,-8.0,-6.170000076293945
1113,-5.341270335515341,-5.820000171661377
1117,-5.21267097791036,-5.650000095367432
1118,-5.0780606985092165,-5.349999904632568
1120,-6.642065978050232,-6.300000190734863
1121,-6.020613733927409,-6.199999809265137
1840,-5.659916273752848,-4.480000019073486
1841,-5.504094401995341,-4.409999847412109
1842,-5.599760580062866,-4.400000095367432
1843,-5.559594345092774,-4.400000095367432
1844,-5.658875560760498,-5.099999904632568
1845,-5.508335757255554,-4.960000038146973
1846,-5.601245331764221,-4.820000171661377
1847,-5.5569908857345585,-4.739999771118164
