ID,pred,exp
24,-6.265641736984253,-6.300000190734863
26,-5.786692039171855,-5.389999866485596
27,-5.154053656260173,-5.460000038146973
28,-5.295341936747233,-5.210000038146973
29,-5.47477159500122,-5.71999979019165
31,-5.205818136533101,-6.119999885559082
33,-5.571307420730591,-5.644999980926514
34,-5.329140003522237,-5.329999923706055
35,-5.720917344093323,-5.489999771118164
37,-5.206903886795044,-5.889999866485596
38,-5.458356833457946,-5.239999771118164
39,-6.5661392450332645,-6.659999847412109
40,-5.318243098258972,-6.390000104904175
41,-5.299346486727397,-6.805000066757202
42,-5.130898022651673,-6.630000114440918
44,-4.963371761639913,-6.150000095367432
45,-5.925576901435852,-5.840000152587891
46,-5.246584741274516,-5.920000076293945
47,-5.4330120325088505,-6.199999809265137
928,-5.534395853678386,-6.21999979019165
1032,-5.7079262415568035,-5.260000228881836
1033,-5.599120863278707,-5.130000114440918
1034,-5.155436817804972,-5.510000228881836
1035,-5.60621489683787,-5.199999809265137
1036,-5.835027011235555,-5.599999904632568
1037,-5.9357936779658,-5.139999866485596
1038,-5.557764315605164,-5.440000057220459
1039,-6.67995662689209,-5.539999961853027
1040,-5.801173535982768,-6.400000095367432
1041,-5.545876399676005,-4.739999771118164
1042,-6.449085291226705,-6.0
1043,-6.534072279930115,-5.090000152587891
1044,-6.314365855852762,-5.039999961853027
1848,-6.818811591466268,-6.050000190734863
1849,-6.433472315470378,-5.920000076293945
1850,-6.370149644215902,-5.739999771118164
1851,-6.555568528175354,-6.150000095367432
1852,-6.504848138491313,-5.320000171661377
1853,-6.516485603650411,-5.400000095367432
1854,-6.635795950889587,-5.179999828338623
1855,-6.360385545094808,-5.28000020980835
1856,-6.428563865025838,-5.119999885559082
1857,-6.847881372769674,-5.420000076293945
1858,-6.517875973383585,-5.079999923706055
1859,-6.217905656496684,-5.210000038146973
1860,-7.261059029897054,-5.570000171661377
1861,-6.247290881474813,-5.400000095367432
