ID,pred,exp
24,-6.294568602244059,-6.300000190734863
26,-6.328964948654175,-5.389999866485596
27,-6.04531147480011,-5.460000038146973
28,-6.033512775103251,-5.210000038146973
29,-5.203755680720011,-5.71999979019165
31,-5.089094591140747,-6.119999885559082
33,-5.243476494153341,-5.644999980926514
34,-5.41527012983958,-5.329999923706055
35,-5.9229089657465614,-5.489999771118164
37,-5.177862811088562,-5.889999866485596
38,-5.403301350275675,-5.239999771118164
39,-6.581631867090861,-6.659999847412109
40,-5.2314115285873415,-6.390000104904175
41,-5.278858669598898,-6.805000066757202
42,-4.977719656626383,-6.630000114440918
44,-4.855949886639913,-6.150000095367432
45,-5.501127743721009,-5.840000152587891
46,-5.421291979153951,-5.920000076293945
47,-5.428909643491109,-6.199999809265137
928,-5.701707657178243,-6.21999979019165
1032,-5.716296378771464,-5.260000228881836
1033,-5.550941046079,-5.130000114440918
1034,-5.316339008013407,-5.510000228881836
1035,-5.582652513186137,-5.199999809265137
1036,-5.91580913066864,-5.599999904632568
1037,-5.88632706006368,-5.139999866485596
1038,-5.5173538287480675,-5.440000057220459
1039,-7.001655387878418,-5.539999961853027
1040,-5.868984723091126,-6.400000095367432
1041,-5.45320463180542,-4.739999771118164
1042,-6.050964585940043,-6.0
1043,-6.079251742362976,-5.090000152587891
1044,-5.851845463116963,-5.039999961853027
1848,-6.404388642311096,-6.050000190734863
1849,-6.242712195714315,-5.920000076293945
1850,-5.933105158805847,-5.739999771118164
1851,-6.066408284505209,-6.150000095367432
1852,-6.116288201014201,-5.320000171661377
1853,-6.209931492805481,-5.400000095367432
1854,-6.1789405822753904,-5.179999828338623
1855,-6.127176602681478,-5.28000020980835
1856,-6.143659830093384,-5.119999885559082
1857,-6.139313785235087,-5.420000076293945
1858,-6.069542702039083,-5.079999923706055
1859,-5.818247071901957,-5.210000038146973
1860,-6.467712942759196,-5.570000171661377
1861,-5.559343322118123,-5.400000095367432
