ID,pred,exp
33,-5.422030464808146,-5.480000019073486
40,-5.250835005442301,-6.440000057220459
41,-5.349843351046244,-7.050000190734863
926,-7.792324535051981,-8.0
927,-7.54057335058848,-6.400000095367432
1008,-5.604479535420736,-4.699999809265137
1009,-5.577524900436401,-5.690000057220459
1010,-5.5760546366373696,-5.949999809265137
1011,-5.579375751813253,-6.260000228881836
1012,-5.577491331100464,-6.360000133514404
1013,-5.516639939943949,-6.420000076293945
1014,-5.520986302693685,-4.630000114440918
1015,-5.516888538996379,-5.670000076293945
1016,-5.520699882507325,-4.789999961853027
1885,-6.214177846908569,-6.079999923706055
1886,-6.626625816027324,-5.800000190734863
1887,-6.79059800306956,-6.239999771118164
1888,-6.802513440450032,-6.960000038146973
1889,-6.875458812713623,-8.0
1890,-6.12737607161204,-6.179999828338623
1892,-5.830126293500265,-5.980000019073486
1893,-6.217788195610046,-6.239999771118164
1894,-6.19268573919932,-5.71999979019165
1896,-7.746388800938925,-5.360000133514404
1897,-7.877977887789409,-5.590000152587891
1898,-7.71961510181427,-5.630000114440918
1899,-5.393630623817444,-5.409999847412109
1900,-5.3939308802286785,-5.340000152587891
1901,-5.391677896181743,-5.420000076293945
1902,-5.392661237716675,-5.400000095367432
1903,-5.396379907925923,-5.579999923706055
1904,-4.841487463315328,-6.820000171661377
1905,-4.954779171943665,-7.150000095367432
1906,-4.737555480003357,-6.920000076293945
1907,-4.881513325373332,-6.849999904632568
1908,-4.815791511535645,-7.139999866485596
1909,-4.828606033325196,-7.0
1910,-4.4631339391072595,-6.920000076293945
1911,-4.445786348978678,-6.920000076293945
1912,-4.572061324119568,-7.679999828338623
1913,-5.562745356559754,-8.0
1914,-5.5633723338445025,-8.0
1915,-5.318475405375163,-7.03000020980835
1916,-4.944008779525757,-6.889999866485596
1917,-5.004155866305033,-7.0
1918,-4.991682680447896,-6.820000171661377
1919,-5.109341859817505,-7.21999979019165
1920,-5.457692193984985,-7.050000190734863
1921,-5.725051037470499,-7.21999979019165
1922,-5.5728813012441,-7.0
1923,-5.541852458318075,-6.849999904632568
